submitit INFO (2025-11-30 00:29:43,284) - Starting with JobEnvironment(job_id=13362363, hostname=sphinx4.stanford.edu, local_rank=0(1), node=0(1), global_rank=0(1))
submitit INFO (2025-11-30 00:29:43,284) - Loading pickle: /sphinx/u/cye/emergent-doordash/christine_experiments/20251113/submitit_logs/13362363_submitted.pkl
---------------------------------------------------------                       
mmlu_0_shot (14,042 samples): vllm/Qwen2.5-7B-Instruct                          
max_connections: 32, temperature: 0.0, fail_on_error: False, retry_on_error: 10,
dataset: cais/mmlu                                                              
---------------------------------------------------------                       
                                                                                
Steps:  23/14042   0% | Samples:   1/14042 | accuracy:  n/a | vllm:  1/32 | HTTP retries: 0
Steps: 2305/14042  16% | Samples: 2295/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 7,265
Steps: 2312/14042  16% | Samples: 2299/14042 | accuracy: 0.71 | vllm: 18/32 | HTTP retries: 7,272
Steps: 2328/14042  16% | Samples: 2313/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 7,333
Steps: 2339/14042  16% | Samples: 2329/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 7,384
Steps: 2350/14042  16% | Samples: 2340/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 7,445
Steps: 2374/14042  16% | Samples: 2351/14042 | accuracy: 0.71 | vllm:  7/32 | HTTP retries: 7,505
Steps: 2375/14042  16% | Samples: 2352/14042 | accuracy: 0.71 | vllm:  8/32 | HTTP retries: 7,505
Steps: 2389/14042  17% | Samples: 2368/14042 | accuracy: 0.71 | vllm:  8/32 | HTTP retries: 7,526
Steps: 2408/14042  17% | Samples: 2390/14042 | accuracy: 0.71 | vllm: 13/32 | HTTP retries: 7,596
Steps: 2419/14042  17% | Samples: 2409/14042 | accuracy: 0.71 | vllm: 21/32 | HTTP retries: 7,646
Steps: 2445/14042  17% | Samples: 2420/14042 | accuracy: 0.71 | vllm:  6/32 | HTTP retries: 7,700
Steps: 2452/14042  17% | Samples: 2437/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 7,726
Steps: 2470/14042  17% | Samples: 2453/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 7,775
Steps: 2474/14042  17% | Samples: 2464/14042 | accuracy: 0.71 | vllm: 16/32 | HTTP retries: 7,797
Steps: 2477/14042  17% | Samples: 2465/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 7,799
Steps: 2497/14042  17% | Samples: 2478/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 7,842
Steps: 2504/14042  17% | Samples: 2487/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 7,858
Steps: 2521/14042  17% | Samples: 2505/14042 | accuracy: 0.70 | vllm: 15/32 | HTTP retries: 7,912
Steps: 2534/14042  18% | Samples: 2516/14042 | accuracy: 0.71 | vllm: 11/32 | HTTP retries: 7,928
Steps: 2547/14042  18% | Samples: 2535/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 8,006
Steps: 2564/14042  18% | Samples: 2548/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 8,055
Steps: 2568/14042  18% | Samples: 2565/14042 | accuracy: 0.71 | vllm: 28/32 | HTTP retries: 8,117
Steps: 2588/14042  18% | Samples: 2569/14042 | accuracy: 0.71 | vllm: 12/32 | HTTP retries: 8,145
Steps: 2591/14042  18% | Samples: 2583/14042 | accuracy: 0.71 | vllm: 14/32 | HTTP retries: 8,166
Steps: 2598/14042  18% | Samples: 2584/14042 | accuracy: 0.71 | vllm: 15/32 | HTTP retries: 8,166
Steps: 2610/14042  18% | Samples: 2599/14042 | accuracy: 0.71 | vllm: 20/32 | HTTP retries: 8,226
Steps: 2623/14042  18% | Samples: 2611/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 8,282
Steps: 2636/14042  18% | Samples: 2624/14042 | accuracy: 0.71 | vllm: 19/32 | HTTP retries: 8,341
Steps: 2643/14042  18% | Samples: 2637/14042 | accuracy: 0.71 | vllm: 25/32 | HTTP retries: 8,406
Steps: 2658/14042  18% | Samples: 2644/14042 | accuracy: 0.71 | vllm: 17/32 | HTTP retries: 8,443
submitit WARNING (2025-11-30 06:35:11,072) - Bypassing signal SIGTERM
[11/30/25 06:35:11] WARNING  Bypassing signal SIGTERM     job_environment.py:196
