submitit INFO (2025-11-30 00:29:46,891) - Starting with JobEnvironment(job_id=13362365, hostname=sphinx10.stanford.edu, local_rank=0(1), node=0(1), global_rank=0(1))
submitit INFO (2025-11-30 00:29:46,892) - Loading pickle: /sphinx/u/cye/emergent-doordash/christine_experiments/20251113/submitit_logs/13362365_submitted.pkl
---------------------------------------------------------                       
mmlu_0_shot (14,042 samples): vllm/Qwen2.5-32B-Instruct                         
max_connections: 32, temperature: 0.0, fail_on_error: False, retry_on_error: 10,
dataset: cais/mmlu                                                              
---------------------------------------------------------                       
                                                                                
Steps:  16/14042   0% | Samples:   1/14042 | accuracy:  n/a | vllm:  1/32 | HTTP retries: 0
Steps: 2411/14042  17% | Samples: 2391/14042 | accuracy: 0.81 | vllm: 11/32 | HTTP retries: 6,396
Steps: 2419/14042  17% | Samples: 2408/14042 | accuracy: 0.81 | vllm: 18/32 | HTTP retries: 6,433
Steps: 2445/14042  17% | Samples: 2420/14042 | accuracy: 0.81 | vllm:  6/32 | HTTP retries: 6,480
Steps: 2448/14042  17% | Samples: 2431/14042 | accuracy: 0.81 | vllm: 12/32 | HTTP retries: 6,494
Steps: 2460/14042  17% | Samples: 2449/14042 | accuracy: 0.81 | vllm: 20/32 | HTTP retries: 6,550
Steps: 2461/14042  17% | Samples: 2461/14042 | accuracy: 0.81 | vllm: 31/32 | HTTP retries: 6,598
Steps: 2478/14042  17% | Samples: 2462/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 6,621
Steps: 2483/14042  17% | Samples: 2478/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 6,646
Steps: 2491/14042  17% | Samples: 2479/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 6,657
Steps: 2502/14042  17% | Samples: 2492/14042 | accuracy: 0.81 | vllm: 20/32 | HTTP retries: 6,709
Steps: 2503/14042  17% | Samples: 2493/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 6,709
Steps: 2531/14042  18% | Samples: 2504/14042 | accuracy: 0.81 | vllm:  4/32 | HTTP retries: 6,761
Steps: 2540/14042  18% | Samples: 2521/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 6,778
Steps: 2559/14042  18% | Samples: 2541/14042 | accuracy: 0.81 | vllm: 13/32 | HTTP retries: 6,830
Steps: 2567/14042  18% | Samples: 2559/14042 | accuracy: 0.81 | vllm: 18/32 | HTTP retries: 6,865
Steps: 2570/14042  18% | Samples: 2560/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 6,877
Steps: 2592/14042  18% | Samples: 2571/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 6,928
Steps: 2598/14042  18% | Samples: 2588/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 6,952
Steps: 2609/14042  18% | Samples: 2590/14042 | accuracy: 0.81 | vllm: 10/32 | HTTP retries: 6,953
Steps: 2620/14042  18% | Samples: 2610/14042 | accuracy: 0.81 | vllm: 21/32 | HTTP retries: 7,006
Steps: 2643/14042  18% | Samples: 2621/14042 | accuracy: 0.81 | vllm:  9/32 | HTTP retries: 7,056
Steps: 2651/14042  18% | Samples: 2638/14042 | accuracy: 0.81 | vllm: 13/32 | HTTP retries: 7,083
Steps: 2654/14042  18% | Samples: 2640/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 7,084
Steps: 2667/14042  18% | Samples: 2655/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 7,146
Steps: 2686/14042  19% | Samples: 2668/14042 | accuracy: 0.81 | vllm: 13/32 | HTTP retries: 7,213
Steps: 2691/14042  19% | Samples: 2685/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 7,242
Steps: 2699/14042  19% | Samples: 2687/14042 | accuracy: 0.81 | vllm: 19/32 | HTTP retries: 7,253
Steps: 2719/14042  19% | Samples: 2700/14042 | accuracy: 0.81 | vllm: 12/32 | HTTP retries: 7,308
Steps: 2725/14042  19% | Samples: 2717/14042 | accuracy: 0.81 | vllm: 15/32 | HTTP retries: 7,337
Steps: 2731/14042  19% | Samples: 2719/14042 | accuracy: 0.81 | vllm: 17/32 | HTTP retries: 7,337
Steps: 2758/14042  19% | Samples: 2732/14042 | accuracy: 0.81 | vllm:  5/32 | HTTP retries: 7,403
Steps: 2770/14042  19% | Samples: 2749/14042 | accuracy: 0.81 | vllm:  8/32 | HTTP retries: 7,420
submitit WARNING (2025-11-30 06:35:11,029) - Bypassing signal SIGTERM
[11/30/25 06:35:11] WARNING  Bypassing signal SIGTERM     job_environment.py:196
