model,hint,sample_id,rollout_id,epoch,source_owner,target,old_token_len,new_token_len,was_truncated,old_is_correct,new_is_correct
Llama-3.1-70B-Instruct,0.5,2024-II-11,rollout_ff6cae5253c41a21cbcab0e512b0ce531063c725,6,suzeva,601,1102,1102,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-11,rollout_05167f2febf26a2a5babbb065402fdac5bab59f3,7,suzeva,601,1008,1008,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-11,rollout_9ed65dc8b7d8355011065aac994ba5130104d874,8,suzeva,601,807,807,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-11,rollout_af332838ae36c115e5578ddba24d75278ee7dc05,9,suzeva,601,1101,1101,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_16a58089de44aff59a66613b79292da1dd254eb6,1,suzeva,23,964,964,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_91d1f116a01fbac151973ef466928c311c804038,10,suzeva,23,819,819,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_1af5fb861d11ef0a088e2b8284d5e6ec15188ed4,2,suzeva,23,968,968,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_9b18008c0af5a34c1af21909218862d59de54be8,3,suzeva,23,456,456,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_6a03eea3ca50c6c2c1bc6350191c7bd7fe176458,4,suzeva,23,689,689,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_79e195c4d2c41a2be18e5ce467b8f7f34b9698a9,5,suzeva,23,636,636,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_0bdeedb3dcd51057cec8dd2f0cda5ae9c7ff4b15,6,suzeva,23,820,820,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_3260462b4d8a1029af301c7f0798a8fa98ea41b2,7,suzeva,23,702,702,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_674c1ae2405184514d42fcdf3a4b267403fb372a,8,suzeva,23,702,702,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-12,rollout_46bd00fe31bd1e9b8b177920bade24e47c87321c,9,suzeva,23,976,976,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_b8f029f7f26f32c46b62a2ac3dc884103529a7aa,1,suzeva,321,1092,1092,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_a0402047db2dcc1ec97253d99761e3bc08bd7356,10,suzeva,321,578,578,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_11c016e9451f5619aa09abba7e1017c251ca93e5,2,suzeva,321,711,711,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_51446b81480b4815184e8b3e40e76f2a45772112,3,suzeva,321,2101,2101,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_2d76e0a9adb922f8fe2e4d72e136ce24f17b61d7,4,suzeva,321,2876,2876,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_3bfd30d3bfed860fddbc7277a16942cc07b25b67,5,suzeva,321,785,785,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_1e1e274598ef7e4fbc560943a3649628627171b8,6,suzeva,321,783,783,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_70e3c05826fdc6d47bba58c8d9fb1183a7a3bb8f,7,suzeva,321,746,746,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_b256f76ad50d6f337f3bce58dec845b4992bbff7,8,suzeva,321,536,536,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-13,rollout_7dc1f57c75ec54814aaf48581279930dc7169f8f,9,suzeva,321,758,758,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_85432dd63ce49f6b11f30e1b6c52725157220cf7,1,suzeva,211,4895,4895,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_ae4f7a2a27399161c155185b1612f5626d309095,10,suzeva,211,864,864,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_12af3bc1d224c4fceaee1f67d0dd952b1b9bbc44,2,suzeva,211,837,837,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_eac53bfff058da328fd31a7e5f6d65c560fb49bf,3,suzeva,211,1572,1572,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_55d3e9aeb84d5e766e23f9dd7062ea855ac83248,4,suzeva,211,696,696,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_cd0c82e21b6efa9d5f72b7718d0670ab67aeec9a,5,suzeva,211,693,693,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_45c76aa05e355886fb76d1e41e8049f730ce85e3,6,suzeva,211,696,696,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_9636070cdd6f3749712ca10c90fb482e80cbbcc5,7,suzeva,211,1084,1084,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_a8be56094f2a3bf891ed258b4023c1dbdce2d151,8,suzeva,211,1516,1516,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-14,rollout_acabec45a7f203d4d14a67c5dde27cda4cc02cd6,9,suzeva,211,956,956,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_9ecb59c1ea43e9b4c6fddb2ca050384150288637,1,suzeva,315,567,567,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_4e793c98eef1bc2ae4b9daf99317df1b667ddcc5,10,suzeva,315,460,460,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_7330514d24005807080761c5cd6fb49eedd38890,2,suzeva,315,530,530,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_ff59dcf9e5bae01e8e3da57d61b518592e85c692,3,suzeva,315,345,345,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_f7a630c55e572de369fc2509aebcf3c83ab6792d,4,suzeva,315,773,773,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_04e00f74b183278a87ef59e9bac6a719eb0642b4,5,suzeva,315,756,756,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_c4afbc1a0992579e0f81c05187ca442da72ac30f,6,suzeva,315,403,403,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_21bc28d369c1d81fd803cb6db2b9a341bd3d5650,7,suzeva,315,783,783,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_18953984abddb53c516341ced8bb22c5d08a26db,8,suzeva,315,786,786,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-15,rollout_415b82e7edaeac7fab9cc0f505e2849be87e7c3b,9,suzeva,315,641,641,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_2635a54675d2f355a5887a8872b4d932044c3709,1,suzeva,236,518,518,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_017b2b7c2b5de2f3f224286221a921bc9a5c845e,10,suzeva,236,658,658,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_434ee615d6b88be96fd31dd25466a092f8e1d084,2,suzeva,236,626,626,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_bc729285092a811490536bf7b871d08ea327c0b5,3,suzeva,236,683,683,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_ed1762563c95a39b91c7c43fadf3620b5fe7de73,4,suzeva,236,1593,1593,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_48bef11922615b1d47806931b9cb4a02409c6e1c,5,suzeva,236,547,547,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_70a45cc1f3e318a8056d64cc28dea085fea2b230,6,suzeva,236,452,452,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_48e93f318b14dc5b6f702300426f527e42d673ad,7,suzeva,236,504,504,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_bef9e6b77cd1ad5df1f53c740efa97c81cbd9389,8,suzeva,236,115,115,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-2,rollout_4e4620d3e9a3e7585da0bcf01765e46c78f6e3ed,9,suzeva,236,605,605,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_340de101ab72a43ccd2743eff0131d35eb54a4af,1,suzeva,45,788,788,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_b5dfb709b87441fe323cb7185207ed3fc243fcf6,10,suzeva,45,1212,1212,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_0c8e9016ae0c6d3eb2084f283bb595254ff7f9f7,2,suzeva,45,712,712,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_fd17e0210e3c77bd53ccfdd49822eefe847a3a9e,3,suzeva,45,783,783,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_39d3b1355b9b79cf0c18b8f045298abd35492720,4,suzeva,45,717,717,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_e3c777693962c095182e2fd953d6c22325522830,5,suzeva,45,661,661,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_23ee3e731440a994fe27b6a838603a1ff60b34e4,6,suzeva,45,863,863,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_7d20fd45fbb7365ff9fd039a38a3d39efd8ffb9e,7,suzeva,45,631,631,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_6007536525b1772019896805fc4324ca4b161427,8,suzeva,45,858,858,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-3,rollout_d59b06905d06908cca1b343e403bcc75ad574943,9,suzeva,45,2016,2016,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_6275974771dd822db68097440841c7b1f16dbb33,1,suzeva,33,1153,1153,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_c7c9b7c25935bf6e523c1f6963f973195b9e94c7,10,suzeva,33,1304,1304,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_6f7ad8022ba59af5d331ceb698158fbb7218b431,2,suzeva,33,927,927,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_96a90f101805855765b47e85670b88bd07ecd9cc,3,suzeva,33,851,851,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_4656b11c43bf425267aacc7b2d5fbfc495b37e81,4,suzeva,33,1249,1249,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_36ea2acf521c6d9be53f801b9518fa3be6463358,5,suzeva,33,1345,1345,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_05e6405040c2d67f0e227597807101737412d7c0,6,suzeva,33,1303,1303,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_daf7b8cc82ca0a558e1d11891bbac6d96bf52174,7,suzeva,33,929,929,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_90e02b9be38538eb153d62b5983d49e35b3d439c,8,suzeva,33,1092,1092,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-4,rollout_ddf119bb8d66c213252a8743426eb24f98cf5c5c,9,suzeva,33,1102,1102,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_3021ab167bed9e0dc9d0b76a003681555b189f90,1,suzeva,80,713,713,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_5e689013e9b4272409afca214729532888fce89f,10,suzeva,80,439,439,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_675d6fc97959c3351220708f50a4cdc0d52bb29c,2,suzeva,80,184,184,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_649432fb27d82d75d4a4b926c77336f3e80eaa3a,3,suzeva,80,2038,2038,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_5e64ae076097afec68aaf60d88f1c99fd8f612d6,4,suzeva,80,1916,1916,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_cfed1df9632a98fd16f1e43e95cb626a82fd10de,5,suzeva,80,447,447,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_d468d9fc41fcc2d86db4920f5252861bb0607e32,6,suzeva,80,517,517,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_bcbb8574ef847e8ead7626b08ef2939b8f3bc2be,7,suzeva,80,509,509,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_d6eabb582c01712dbcd1e7d7165040e0da931382,8,suzeva,80,718,718,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-5,rollout_dc607f989094385f3fcad74f97beed8fa0c2907d,9,suzeva,80,354,354,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_8f7d39f58e6388cdcd30b0d486ef82fa355873fa,1,suzeva,55,439,439,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_316d3795519222e049d4a594d16d0831098c9071,10,suzeva,55,568,568,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_b15acdff18aabfb264247909d1862c044b2f7aca,2,suzeva,55,565,565,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_d1b95399f54aefbb1de244c91393c5c7d8592476,3,suzeva,55,659,659,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_71b7fa69611836a0d5798767ad081b306eb52531,4,suzeva,55,481,481,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_091f1a3e7699bf3927cc261c872261a6664d2173,5,suzeva,55,595,595,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_fc300470538454f9d4c0a9de5d3b479eb181d322,6,suzeva,55,402,402,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_eb1f85983c2d9273357de119286b7547a2fae8f9,7,suzeva,55,815,815,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_1b0dc2dce4075c6669002012c22e40ca9b92adac,8,suzeva,55,1230,1230,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-6,rollout_19910d21fffb6c70eea320910094491a32aae1c6,9,suzeva,55,960,960,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_09b657bafa3ff9e1d1e46ea8de3c7688655af146,1,suzeva,699,680,680,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_dbc978c3d5210ad6fb11d29d76ce3acc84e78827,10,suzeva,699,1018,1018,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_65940fff9954533900d02bc16e5810d7d5f149ff,2,suzeva,699,536,536,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_a14e6fc3fc0edcac98e82d62598ebf2d1da5171f,3,suzeva,699,1502,1502,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_189c1fa170e0face7d625fa6679a445624f5b470,4,suzeva,699,858,858,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_2eb800301cfb9f902cdc8194224c8fe6f3384912,5,suzeva,699,942,942,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_43f0ca9a20e7605c2c1a5deb22a87ecd42552c64,6,suzeva,699,1176,1176,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_2dcbc4f4d21b8a82b2309fc0318c4d2d9772686e,7,suzeva,699,1200,1200,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_a9aad092ea0abf7296ec3e8b3055a96b8d963fca,8,suzeva,699,794,794,0,0,0
Llama-3.1-70B-Instruct,0.5,2024-II-7,rollout_9b551fbcef9d7c0e6a5ab83fe60250cb89782a31,9,suzeva,699,2083,2083,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_3797b30c538102086e0f2e973d311ca0cd195f33,1,suzeva,127,1093,1093,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_d1c7097e6e5b05900f984d70879ae0c3441621e7,10,suzeva,127,448,448,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_7bf10bb9f265b9ecaf70186c060d95dcbaaea946,2,suzeva,127,874,874,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_f99399a0bc1070ced78427f363091bf6e3cfffeb,3,suzeva,127,359,359,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_bc952f8b068ebaaf679c60e5191e5f6f2de2c793,4,suzeva,127,589,589,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_54eb01c7612bf06d387d8197b84f7f83761cbc02,5,suzeva,127,714,714,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_07e98aef27b067bcb5f8cff424be7ab61c69019a,6,suzeva,127,785,785,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_4526e87524e7fbfb6c76f5bb71c4704d8847ac56,7,suzeva,127,653,653,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_615c90f9520b49878e18495e6da1eb4ddd2d6397,8,suzeva,127,522,522,0,1,1
Llama-3.1-70B-Instruct,0.5,2024-II-8,rollout_9bdf8897dbc281ec8533b5cf70840348e405ba83,9,suzeva,127,616,616,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_236217fb548ee2823b21028283b97ff787874ea7,1,suzeva,191,456,456,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_bb7c0757c6b9db89922bddac029cf8928a709a22,10,suzeva,191,870,870,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_66d270d1869915fe9b6880d3c1b500bcf3e0ede8,2,suzeva,191,393,393,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_f42068d679630ef5dbe34c770d830a15739b850a,3,suzeva,191,638,638,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_4b6511ceac9ab5d4e50792f2846ec491270681b9,4,suzeva,191,393,393,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_3af70cadf4d09b0ef84374ccd6d6ed32f24ad05f,5,suzeva,191,648,648,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_922ac5489a1752116c12577018b73b6a4f302b88,6,suzeva,191,579,579,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_a71417874475abbbdee40f434ee597b36940bd5d,7,suzeva,191,411,411,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_a4243b5bcad974565796b5e30804636305c0c605,8,suzeva,191,361,361,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-1,rollout_57b421e5d5fa74de614a3b36536703ba663c0f5d,9,suzeva,191,483,483,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_cb252063ba4140417cb0974f8b4fc4d87e2b351f,1,suzeva,944,994,994,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_73282b75c21d0e9b56b43d3d9af754e27777360e,10,suzeva,944,1646,1646,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_db5af084d1f2b65652eb60e642c6f0202c4b6991,2,suzeva,944,1908,1908,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_e6dd1d599acc536a49883b453d9c407ab0da3444,3,suzeva,944,750,750,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_fe8bb0669b1f5bb77223904e91fb854182220156,4,suzeva,944,1042,1042,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_dced552cf80ba5c53935f48d7ef50a4fdef7c4bb,5,suzeva,944,689,689,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_f208e14bf2b4b8476811d3f05254afcbc7e1dfc7,6,suzeva,944,983,983,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_90bb57afdfbd111c51119cf661fbe83846e1a6e2,7,suzeva,944,975,975,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_2649922061e8d7168bcccb85e65c56b96675edb5,8,suzeva,944,1006,1006,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-10,rollout_9c10583ced4b458251820dabc7a3c7ba120d7f9b,9,suzeva,944,992,992,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_a22eb4f800e20b1bb00deca08288ab3a22143552,1,suzeva,235,988,988,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_afc7283f5ef631aaa4c1f02e722b2556cc4b87e5,10,suzeva,235,955,955,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_f974e431ecd53759920eafe19dadc7e9dc12e914,2,suzeva,235,1002,1002,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_481ab32114c3f8e9bf99b1b22c71cbe5c24e663e,3,suzeva,235,747,747,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_1972ab19674b6e2ea0b232d6b3e07f774a261fe4,4,suzeva,235,687,687,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_cc97f3ea88f0da0c17314218c10aba663ec948ad,5,suzeva,235,828,828,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_7e51b8e4a62dfc41a092aafe3c32719d3322c623,6,suzeva,235,914,914,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_2c28b57fa17f3916b295d4a892a6a4b933828969,7,suzeva,235,996,996,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_764c537815e32c659c88446cfe9ae82ffd572865,8,suzeva,235,892,892,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-11,rollout_3b2ae064ba5e43c5afafad01adddce9d8bf039cf,9,suzeva,235,710,710,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_8934b170d7e2ee7f54ff49840b9f89cdff7acce0,1,suzeva,75,1139,1139,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_1eaa3ecfffcc9a9ce311de4bbf8447ced39d7d4d,10,suzeva,75,921,921,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_7d916b035a5f0a9c3a211591949e96788bc85db0,2,suzeva,75,1383,1383,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_638d647de245016a4f6c581aaf4a1df36c963478,3,suzeva,75,396,396,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_2ec80757fbdfb8df76c6bc75deb506d6d530ac3f,4,suzeva,75,135,135,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_c22baf1ad78a9c9f88bae87f12972f1e64101d5c,5,suzeva,75,989,989,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_cd9a5f37d78f6c2a520d5dbd5062825314cc0e63,6,suzeva,75,963,963,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_40696f508db026fd654d173789d6f01d1a112936,7,suzeva,75,804,804,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_80f99c84b4c50dcfc097bbe4cd08d00ad9e96741,8,suzeva,75,361,361,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-12,rollout_6c6732d85c422cf7b8e89acfc524b7effd3a72d2,9,suzeva,75,286,286,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_f3886c7016985bc46ce8c9f3e07d446ec13163f5,1,suzeva,125,981,981,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_b12c22799f1df35214881d1d61cb49fffd099724,10,suzeva,125,1118,1118,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_dd46ec056066c2237805cbd35dd19ac517133f2c,2,suzeva,125,1039,1039,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_9f99f4cbf1cabee1895e238b83c1e71833eb19ba,3,suzeva,125,1094,1094,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_b2a958259b881c1b4d2620bdcd4e36d0bf687d72,4,suzeva,125,962,962,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_0a5a3c0a6743a129371abe3118423e7d2b007d2e,5,suzeva,125,1080,1080,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_349f896341a14716bd719500e70051acb0197ce1,6,suzeva,125,1212,1212,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_54166819f7a397e6bcd261dbca54fb531d5cc06d,7,suzeva,125,1015,1015,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_dbbb908cb7b81871e8a9c9f95ccbd56647a2d84d,8,suzeva,125,1081,1081,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-13,rollout_b983e33165c6f4da34d388fc6039cb8985894167,9,suzeva,125,1267,1267,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_86b98579ffee8f923819d1c5bdedfb10a4ce6f18,1,suzeva,608,1030,1030,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_84ef2525fbd36c1245abf7c28874f3e5ed173895,10,suzeva,608,669,669,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_433706d8e26c881bdc1bf40d59d1e9262ae101d7,2,suzeva,608,375,375,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_e43de86cc493afdff67bb8f5ff0fb5843604d513,3,suzeva,608,879,879,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_e39416aa650c0d4e29ae9aa0762c0e25b978e69b,4,suzeva,608,619,619,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_c3c9a2027e487529e3476d927a0f0352cf614009,5,suzeva,608,525,525,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_43126abaf39c736813c90b07612b076ab66101db,6,suzeva,608,588,588,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_361b1cd4ac3c39be55c3024b00a293a08e36a5fa,7,suzeva,608,794,794,0,0,0
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_d8be240fd941d9ebb7fbfcc124f2d9d7874b5731,8,suzeva,608,687,687,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-14,rollout_872e647bb6070927f321bbb72ed5ba25924d28ec,9,suzeva,608,692,692,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-2,rollout_e70e94c15aa2b884e99d3a1e7159f09ddea6a892,1,suzeva,881,975,975,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-2,rollout_f8df4eff25a9da1102f62dcddd04ef5de5a5e4b9,10,suzeva,881,821,821,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-2,rollout_e69c5b79a7989c9c99124be4a6aaad089ef07275,2,suzeva,881,832,832,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-2,rollout_32b2aae83bc696e5d0da46512ac5a3797c29c3fc,3,suzeva,881,881,881,0,1,1
Llama-3.1-70B-Instruct,0.6,2023-I-2,rollout_94f24efb642db3ba0dbc3202ec41dc626f38b637,4,suzeva,881,745,745,0,1,1
